SMILES,SA,LogP,MW,NumHeavyAtoms,lowest_mode1_affinity,pareto_rank
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)(CO)CO)c(=O)oc3c2C)OC1(C)C,4.679652326185504,0.7833399999999995,576.5990000000003,41,-7.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc5ncnc(N)n5n4)c(=O)oc3c2C)OC1(C)C,4.697777322760616,2.24564,606.5920000000001,44,-9.1,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(CO)c(N)c4O)c(=O)oc3c2C)OC1(C)C,4.650377946972469,3.005840000000001,610.6160000000001,44,-9.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc5[nH]c(=O)[nH]c5c(N)n4)c(=O)oc3c2C)OC1(C)C,4.722981622764408,2.37254,621.6030000000001,45,-9.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)N4CCC(N)CC4)c(=O)oc3c2C)OC1(C)C,4.533691300183762,2.191439999999999,628.6790000000002,45,-8.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCCc4ccccc4)c(=O)oc3c2C)OC1(C)C,4.338890901944327,4.603440000000004,606.6720000000001,44,-8.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN4CCN(C(=O)CCN)CC4)c(=O)oc3c2C)OC1(C)C,4.500186978948246,1.5517400000000006,642.7060000000004,46,-8.1,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.353445756303601,3.608240000000002,592.6450000000002,43,-8.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.353715865940586,3.269740000000001,621.6430000000001,45,-7.8,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(N)nc4)c(=O)oc3c2C)OC1(C)C,4.436612122332911,3.202940000000001,565.5790000000002,41,-8.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc5nc(N)[nH]c(=O)c5c4)c(=O)oc3c2C)OC1(C)C,4.574762145513965,3.0444400000000007,632.6260000000001,46,-9.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C#CCC(N)CO)c(=O)oc3c2C)OC1(C)C,4.862479154689819,1.61994,570.5950000000003,41,-7.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc(N)c5c(=O)[nH]c(=O)[nH]c5c4)c(=O)oc3c2C)OC1(C)C,4.687821238068038,2.33774,648.6250000000001,47,-10.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCc4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.341705614092871,3.719940000000002,594.6170000000002,43,-8.7,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCN4CCNC(=O)C4)c(=O)oc3c2C)OC1(C)C,4.599505948233503,1.4024400000000006,614.6520000000002,44,-8.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCn4c(N)cc(=O)[nH]c4=O)c(=O)oc3c2C)OC1(C)C,4.644919400857047,1.0699400000000003,642.6180000000002,46,-8.0,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc5nc(N)c(C#N)c(C)c5c4)c(=O)oc3c2C)OC1(C)C,4.635179970771674,4.536240000000003,654.6760000000002,48,-10.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)Cn4ccc(N)n4)c(=O)oc3c2C)OC1(C)C,4.539102425675585,1.9761399999999991,611.6080000000001,44,-8.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4nccc(CN)n4)c(=O)oc3c2C)OC1(C)C,4.589629725275805,2.3982400000000004,594.6210000000002,43,-8.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc(-c5cccc(N)c5)ccn4)c(=O)oc3c2C)OC1(C)C,4.489244466570408,4.869940000000002,641.6770000000001,47,-9.7,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4ccccc4)c(=O)oc3c2C)OC1(C)C,4.289359351024107,4.302340000000003,564.5910000000001,41,-8.2,1
CNS(=O)(=O)NCC(N)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.822682573769806,0.6123400000000023,624.6690000000003,43,-8.1,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.412240338109321,2.876340000000001,649.6970000000002,47,-8.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cnc(N)c(-c5nnn[nH]5)c4)c(=O)oc3c2C)OC1(C)C,4.781749054016387,2.3830399999999994,633.618,46,-9.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cn5c(N)nnc5cn4)c(=O)oc3c2C)OC1(C)C,4.738643905358345,2.24564,606.5920000000001,44,-9.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4nn5c(N)nnc5[nH]4)c(=O)oc3c2C)OC1(C)C,4.916951638656544,1.573739999999999,595.5690000000002,43,-9.0,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc5nnc(N)nc5c4)c(=O)oc3c2C)OC1(C)C,4.586922383062174,3.146140000000001,617.6150000000001,45,-9.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc(N)c(C#N)c(F)c4)c(=O)oc3c2C)OC1(C)C,4.611476023895547,3.8187200000000017,607.5910000000001,44,-9.8,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4n[nH]c(N)nc4=O)c(=O)oc3c2C)OC1(C)C,4.623763075848519,1.2862399999999994,583.5540000000002,42,-8.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4OCC(O)C4N)c(=O)oc3c2C)OC1(C)C,5.02693732296065,1.3182399999999996,574.5830000000002,41,-8.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(O)c(N)c4)c(=O)oc3c2C)OC1(C)C,4.447470233039153,3.5135400000000008,580.5900000000003,42,-9.0,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cn(CC(N)=O)nc4N)c(=O)oc3c2C)OC1(C)C,4.662271793126316,1.4897399999999994,611.6080000000002,44,-8.6,1
CNC(=O)Cc1ccc(-c2c(O)c3ccc(O[C@@H]4OC(C)(C)[C@H](OC)[C@@H](OC(=O)c5ccc(C)[nH]5)[C@H]4O)c(C)c3oc2=O)c(N)c1,4.534172148109793,3.0964399999999994,635.6700000000001,46,-9.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4nnc5nnc(N)n5n4)c(=O)oc3c2C)OC1(C)C,4.784481484172975,1.035639999999999,608.5680000000001,44,-8.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc(O)c(N)c(O)c4)c(=O)oc3c2C)OC1(C)C,4.609561285118678,3.219140000000002,596.5890000000002,43,-9.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCc4ccc(N)c(=O)[nH]4)c(=O)oc3c2C)OC1(C)C,4.673421238068038,1.6881399999999995,652.6570000000002,47,-8.8,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4cc(-c5ccccc5)ccc4C)c(=O)oc3c2C)OC1(C)C,4.3840938732870685,6.277760000000005,654.716,48,-9.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4n[nH]cc4N)c(=O)oc3c2C)OC1(C)C,4.722365339287505,2.53104,554.5560000000002,40,-8.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCn4c(N)cc(=O)[nH]c4=O)c(=O)oc3c2C)OC1(C)C,4.659719624337972,1.2336399999999996,626.6190000000001,45,-8.1,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc(NC(N)=O)ccc4N)c(=O)oc3c2C)OC1(C)C,4.5010134329683655,3.298540000000002,622.6310000000001,45,-9.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4cccc(-c5cccc(N)c5)c4)c(=O)oc3c2C)OC1(C)C,4.419921313011523,5.398740000000004,654.7160000000001,48,-9.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4nc(N)n(C)n4)c(=O)oc3c2C)OC1(C)C,4.638505259063437,1.9364399999999995,569.5710000000003,41,-8.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCNC(=O)c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.405903060002811,2.949740000000001,651.6690000000002,47,-8.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C[C@H](N)Cc4nnn[nH]4)c(=O)oc3c2C)OC1(C)C,4.922567688452284,1.18434,598.6130000000002,43,-8.0,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)CN(C#N)C4)c(=O)oc3c2C)OC1(C)C,4.844578729511907,1.5094199999999995,568.5830000000003,41,-7.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)COC4)c(=O)oc3c2C)OC1(C)C,4.638522548337093,1.74294,544.5570000000004,39,-7.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4cccc(C)c4)c(=O)oc3c2C)OC1(C)C,4.349278842196114,4.610760000000004,578.6180000000002,42,-8.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4nnnc4N)c(=O)oc3c2C)OC1(C)C,4.5987787663084045,1.1757399999999996,570.5590000000002,41,-7.7,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4cccnc4N)c(=O)oc3c2C)OC1(C)C,4.440180238771579,2.788240000000001,608.6040000000002,44,-9.1,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc5[nH]c(=O)[nH]c5c4N)c(=O)oc3c2C)OC1(C)C,4.700319712094432,2.977540000000001,620.6150000000001,45,-9.7,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(C)N)c(=O)oc3c2C)OC1(C)C,4.545379595125266,2.4484400000000006,530.5740000000003,38,-7.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4ccc(N)nc4)c(=O)oc3c2C)OC1(C)C,4.451914651214681,3.1267400000000016,579.6060000000002,42,-8.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COC(=O)c4nccnc4N)c(=O)oc3c2C)OC1(C)C,4.573101473881033,2.28794,624.6030000000002,45,-8.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCN(C)C(=O)CN)c(=O)oc3c2C)OC1(C)C,4.548285494436795,1.5183399999999994,587.6260000000003,42,-7.7,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4nnnn4C)c(=O)oc3c2C)OC1(C)C,4.60651668325871,1.82584,570.5590000000002,41,-8.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4nc(N)cc(O)n4)c(=O)oc3c2C)OC1(C)C,4.65528535009601,2.30354,582.5660000000003,42,-9.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc5[nH]ccc5cc4N)c(=O)oc3c2C)OC1(C)C,4.609925746468056,4.289240000000002,603.6280000000002,44,-9.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4c(O)c(=O)c4=O)c(=O)oc3c2C)OC1(C)C,4.636978611845702,1.6039399999999997,584.5340000000002,42,-8.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cnc(C)c(N)n4)c(=O)oc3c2C)OC1(C)C,4.593090835045842,2.906360000000001,580.5940000000003,42,-8.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.369556515698825,3.596440000000002,608.6440000000002,44,-8.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(CN)CN(C(N)=O)CCO4)c(=O)oc3c2C)OC1(C)C,4.950515796163764,1.1236400000000013,630.6510000000003,45,-9.0,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4CCc5nc(N)nc(C)c5C4)c(=O)oc3c2C)OC1(C)C,4.849299958030542,3.511860000000002,634.6860000000003,46,-10.0,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4nc(N)c(=O)n(C)c4=O)c(=O)oc3c2C)OC1(C)C,4.68291688697138,0.4446400000000006,627.6070000000002,45,-8.8,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4n[nH]c(C(=O)NCC(N)=O)c4N)c(=O)oc3c2C)OC1(C)C,4.772865661703994,0.7461400000000007,654.6330000000002,47,-9.0,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc(N)ccc4F)c(=O)oc3c2C)OC1(C)C,4.422181136049186,3.947040000000002,582.5810000000002,42,-8.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCOC(=O)c4[nH]c(=O)[nH]c(=O)c4N)c(=O)oc3c2C)OC1(C)C,4.75725841522798,0.9170400000000002,670.628,48,-9.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)N4CC(N)C4)c(=O)oc3c2C)OC1(C)C,4.545782586893825,1.41124,600.6250000000002,43,-8.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4nccnc4N)c(=O)oc3c2C)OC1(C)C,4.522674707938776,2.18324,609.5920000000001,44,-8.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)C(O)C(C)N)c(=O)oc3c2C)OC1(C)C,4.946025120163448,1.30024,576.5990000000002,41,-8.1,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc5c(c4N)C(=O)NC5=O)c(=O)oc3c2C)OC1(C)C,4.663589730527376,2.6915400000000007,633.6100000000001,46,-9.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCO)c(=O)oc3c2C)OC1(C)C,4.434023724369832,1.96294,532.5460000000003,38,-6.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.328081557322699,3.807940000000002,564.5910000000002,41,-7.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ncnc(N)c4O)c(=O)oc3c2C)OC1(C)C,4.633302473841829,2.30354,582.5660000000003,42,-8.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)CONC4=O)c(=O)oc3c2C)OC1(C)C,5.020647973371137,0.77414,573.5550000000003,41,-7.8,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC4CCCC4)c(=O)oc3c2C)OC1(C)C,4.400153352895517,3.9132400000000014,556.6120000000003,40,-8.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cc(O)c(N)c(F)c4)c(=O)oc3c2C)OC1(C)C,4.576487912337613,3.6526400000000017,598.5800000000002,43,-9.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(C(N)=O)c(N)n4)c(=O)oc3c2C)OC1(C)C,4.541640639280162,2.3018400000000003,608.6040000000002,44,-8.1,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCN4CCN(S(C)(=O)=O)CC4)c(=O)oc3c2C)OC1(C)C,4.562219449159273,1.5478400000000012,678.7610000000001,47,-8.7,1
COc1ccc(-c2c(O)c3ccc(O[C@@H]4OC(C)(C)[C@H](OC)[C@@H](OC(=O)c5ccc(C)[nH]5)[C@H]4O)c(C)c3oc2=O)c(N)c1,4.4193995761627045,3.8165400000000016,594.6170000000002,43,-8.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc5c(c4N)NC(=O)C5)c(=O)oc3c2C)OC1(C)C,4.704229017305351,3.3025400000000014,619.6270000000002,45,-9.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN4CC(N)C(=O)N4)c(=O)oc3c2C)OC1(C)C,4.9639888814127895,0.7328400000000013,586.5980000000002,42,-8.4,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(N)nn4)c(=O)oc3c2C)OC1(C)C,4.539953792490588,2.18324,609.5920000000001,44,-8.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4nc(=O)cn[nH]4)c(=O)oc3c2C)OC1(C)C,4.660911600816803,1.7806399999999991,583.5540000000002,42,-8.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cncc(N)c4)c(=O)oc3c2C)OC1(C)C,4.490930706403708,3.2029400000000017,565.5790000000002,41,-8.8,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc(C(N)=O)c(N)c4C)c(=O)oc3c2C)OC1(C)C,4.577662284197105,3.2152600000000016,621.6430000000001,45,-9.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCN4CCC(N)CC4)c(=O)oc3c2C)OC1(C)C,4.499798438915107,2.52434,599.6810000000003,43,-8.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc5c(c4N)NC(=O)CO5)c(=O)oc3c2C)OC1(C)C,4.722398123708998,3.138840000000002,635.6260000000002,46,-10.3,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)COc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.432088362380064,2.7126400000000013,665.6960000000003,48,-8.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccn(C)c(=O)c4N)c(=O)oc3c2C)OC1(C)C,4.631393237781399,2.50664,595.6050000000002,43,-8.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4nc(C)cc(N)n4)c(=O)oc3c2C)OC1(C)C,4.5384852163167455,2.906360000000001,580.5940000000003,42,-8.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4cc(C)cc5nc(N)ccc45)c(=O)oc3c2C)OC1(C)C,4.574662113257251,4.588360000000003,643.6930000000002,47,-9.8,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COC(=O)[C@H]4C[C@H](N)C4)c(=O)oc3c2C)OC1(C)C,4.564460693402701,2.33924,600.6210000000002,43,-8.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccccc4N)c(=O)oc3c2C)OC1(C)C,4.357556710488119,3.807940000000002,564.5910000000002,41,-8.5,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)Nc4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.368535717057211,3.322140000000002,621.6430000000001,45,-8.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCc4ccc(N)c(F)c4)c(=O)oc3c2C)OC1(C)C,4.4327719743087695,3.859040000000002,612.6070000000001,44,-9.0,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4C5C(N)C6CC6C45)c(=O)oc3c2C)OC1(C)C,5.338286108480442,2.8653400000000007,580.6340000000002,42,-8.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4cnc(N)n4)c(=O)oc3c2C)OC1(C)C,4.567482782646049,1.780739999999999,569.5710000000003,41,-7.0,1
C#CCNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.569644138571015,2.60384,526.5420000000003,38,-7.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4c(N)[nH]c(C)nc4=O)c(=O)oc3c2C)OC1(C)C,4.666905663816903,2.19966,596.5930000000002,43,-8.9,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccc5ncnc(N)c5n4)c(=O)oc3c2C)OC1(C)C,4.56092262921602,3.1461400000000017,617.6150000000001,45,-9.2,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4cccc(N)c4)c(=O)oc3c2C)OC1(C)C,4.357320223081719,3.807940000000002,564.5910000000002,41,-7.6,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4cccnc4)c(=O)oc3c2C)OC1(C)C,4.412049634424918,3.6973400000000014,565.5790000000002,41,-8.1,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)Cc4ccccc4N)c(=O)oc3c2C)OC1(C)C,4.410042913086988,3.322140000000002,621.6430000000001,45,-8.8,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4nc(N)[nH]c(=O)n4)c(=O)oc3c2C)OC1(C)C,4.699984346751528,1.2862399999999994,583.5540000000002,42,-8.8,1
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4nc(N)c5nn[nH]c5n4)c(=O)oc3c2C)OC1(C)C,4.842448066770704,1.86924,607.5800000000002,44,-9.6,1
