SMILES,SA,LogP,MW,NumHeavyAtoms,lowest_mode1_affinity,pareto_rank
COc1ccc(CNc2c(O)c3ccc(O[C@@H]4OC(C)(C)[C@H](OC)[C@@H](OC(=O)c5ccc(C)[nH]5)[C@H]4O)c(C)c3oc2=O)cc1,4.3340297817770095,4.179440000000003,608.6440000000002,44,-8.7,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4ccc(CCN)cc4)c(=O)oc3c2C)OC1(C)C,4.368653110906896,3.6507400000000017,606.6720000000003,44,-8.4,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N4CCN(CCN)CC4=O)c(=O)oc3c2C)OC1(C)C,4.623400327773488,1.1660400000000013,614.6520000000003,44,-5.9,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccccc4CN)c(=O)oc3c2C)OC1(C)C,4.383728311692135,3.684440000000001,578.6180000000003,42,-6.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4CC(N)C4)c(=O)oc3c2C)OC1(C)C,4.533910937306613,2.763440000000001,542.5850000000003,39,-8.2,2
COc1ccc(Nc2c(O)c3ccc(O[C@@H]4OC(C)(C)[C@H](OC)[C@@H](OC(=O)c5ccc(C)[nH]5)[C@H]4O)c(C)c3oc2=O)cc1,4.31731311247684,4.310940000000002,594.6170000000003,43,-7.7,2
CCNC(=O)CNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.45196913268981,2.1067399999999994,573.5990000000003,41,-7.8,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(C)(C)N)c(=O)oc3c2C)OC1(C)C,4.556917058863393,2.7525400000000007,530.5740000000003,38,-6.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC[C@H](C)O)c(=O)oc3c2C)OC1(C)C,4.595220819352237,2.35144,546.5730000000002,39,-7.2,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(C)(C)N)c(=O)oc3c2C)OC1(C)C,4.517153122668423,2.838540000000001,544.6010000000003,39,-7.3,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCCCCN)c(=O)oc3c2C)OC1(C)C,4.387831999800576,3.0665400000000016,574.6270000000004,41,-6.8,2
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COCCl)c(=O)oc3c2C)OC1(C)C,4.53946351726924,3.271640000000001,551.9760000000002,38,-6.6,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NNC(=O)CCl)c(=O)oc3c2C)OC1(C)C,4.521824007012169,1.4874399999999997,622.027,43,-7.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)CCl)c(=O)oc3c2C)OC1(C)C,4.442710643707853,2.41374,579.0020000000003,40,-7.6,3
CC[C@@H](N)Cc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.575785260571395,2.838540000000001,544.6010000000002,39,-7.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC[C@@H](O)CO)c(=O)oc3c2C)OC1(C)C,4.630799285024326,1.3238399999999997,562.5720000000002,40,-7.0,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCCCCN)c(=O)oc3c2C)OC1(C)C,4.404463940686105,3.230240000000002,558.6280000000004,40,-7.1,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OC(CN)CO)c(=O)oc3c2C)OC1(C)C,4.699365692928348,1.25714,562.5720000000002,40,-7.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)Nc4ccccc4N)c(=O)oc3c2C)OC1(C)C,4.3821105309529935,3.322140000000002,621.6430000000001,45,-8.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)COc4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.418281521541273,2.836140000000001,651.6690000000002,47,-8.8,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N[C@H](C)CO)c(=O)oc3c2C)OC1(C)C,4.5985478149981,2.35144,546.5730000000002,39,-7.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC4COC4)c(=O)oc3c2C)OC1(C)C,4.55577974488191,2.6170400000000003,558.5840000000003,40,-7.8,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4c(=O)c(N)nn(C)c4=O)c(=O)oc3c2C)OC1(C)C,4.689498349770876,0.4446400000000006,627.6070000000002,45,-6.6,3
CNC(=O)C(N)C(O)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.8613793272203285,0.6654400000000009,589.5980000000002,42,-6.7,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCC(C)(C)N)c(=O)oc3c2C)OC1(C)C,4.530681003623169,3.228640000000002,558.6280000000003,40,-7.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(C)CN)c(=O)oc3c2C)OC1(C)C,4.5899104390386345,2.620940000000001,530.5740000000003,38,-6.9,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N[C@H](C)C(N)=O)c(=O)oc3c2C)OC1(C)C,4.610160164817315,1.84444,559.5720000000002,40,-7.0,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCNC(C)=O)c(=O)oc3c2C)OC1(C)C,4.454235204118382,2.1067399999999994,573.5990000000003,41,-7.5,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(CO)CO)c(=O)oc3c2C)OC1(C)C,4.785807648155812,1.1593399999999998,576.5990000000003,41,-6.6,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C[C@@H](O)[C@H](N)CO)c(=O)oc3c2C)OC1(C)C,4.822837922363688,0.7817399999999995,576.5990000000003,41,-6.6,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ncnc(N)n4)c(=O)oc3c2C)OC1(C)C,4.560685914027943,1.99294,567.5550000000002,41,-8.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCc4ccc(F)cc4)c(=O)oc3c2C)OC1(C)C,4.345610462185953,4.309940000000003,596.6080000000002,43,-8.1,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OC[C@H](C)N)c(=O)oc3c2C)OC1(C)C,4.574381051572846,2.28474,546.5730000000003,39,-7.1,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)CC#N)c(=O)oc3c2C)OC1(C)C,4.691520819352236,2.47222,541.5570000000004,39,-6.6,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(=O)NCCO)c(=O)oc3c2C)OC1(C)C,4.666007705563466,0.6670400000000001,589.5980000000002,42,-7.1,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4[C@@H](N)[C@@H]4CO)c(=O)oc3c2C)OC1(C)C,4.983832031125585,1.59174,558.5840000000002,40,-7.4,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCC(C)N)c(=O)oc3c2C)OC1(C)C,4.574381051572846,2.28474,546.5730000000003,39,-6.8,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(CN)CO)c(=O)oc3c2C)OC1(C)C,4.659924157523499,1.5933399999999998,546.5730000000003,39,-6.8,3
COc1cccc(Nc2c(O)c3ccc(O[C@@H]4OC(C)(C)[C@H](OC)[C@@H](OC(=O)c5ccc(C)[nH]5)[C@H]4O)c(C)c3oc2=O)c1,4.347526816419955,4.310940000000002,594.6170000000003,43,-6.9,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(C)NC(=O)CN)c(=O)oc3c2C)OC1(C)C,4.617193940381281,1.5646400000000005,587.6260000000002,42,-7.8,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCc4ccc(CCN)cc4)c(=O)oc3c2C)OC1(C)C,4.368287183062175,3.6389400000000016,622.6710000000002,45,-7.8,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCCCO)c(=O)oc3c2C)OC1(C)C,4.438969814811979,2.743140000000001,560.6000000000003,40,-7.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4ccc(Cl)cc4)c(=O)oc3c2C)OC1(C)C,4.327572608774363,4.955740000000004,599.0360000000001,42,-7.0,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN(CCN)CCO)c(=O)oc3c2C)OC1(C)C,4.562266888557549,1.31174,589.6420000000003,42,-7.0,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)c4cccc(CN)c4)c(=O)oc3c2C)OC1(C)C,4.404270201237768,2.947440000000001,635.6700000000002,46,-8.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC4(O)CC4)c(=O)oc3c2C)OC1(C)C,4.567554680405102,2.49554,558.5840000000003,40,-7.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)CF)c(=O)oc3c2C)OC1(C)C,4.681705061891511,2.5280400000000007,534.5370000000003,38,-7.1,3
CCN(Cc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O)C(=O)CN,4.53623205314125,1.86594,587.6260000000001,42,-5.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C[C@@H](O)[C@@H](N)CO)c(=O)oc3c2C)OC1(C)C,4.822837922363688,0.7817399999999995,576.5990000000003,41,-6.9,3
COCCCNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.421971772853937,3.007140000000001,560.6000000000003,40,-7.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(C#N)NC(=O)CN)c(=O)oc3c2C)OC1(C)C,4.7553736974663,1.1983199999999992,584.5820000000002,42,-6.6,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(O[C@H](CN)CO)c(=O)oc3c2C)OC1(C)C,4.699365692928348,1.25714,562.5720000000002,40,-7.4,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(=O)NCC#N)c(=O)oc3c2C)OC1(C)C,4.753549405968323,1.19832,584.5820000000002,42,-5.8,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4CN(CCN)C4)c(=O)oc3c2C)OC1(C)C,4.573780671151349,1.91664,571.6270000000003,41,-7.7,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OC[C@@H](C)N)c(=O)oc3c2C)OC1(C)C,4.574381051572846,2.28474,546.5730000000003,39,-6.9,3
CNS(=O)(=O)NCC(N)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.822682573769806,0.6123400000000023,624.6690000000003,43,-8.1,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)NCc4ccc(CN)cc4)c(=O)oc3c2C)OC1(C)C,4.412240338109321,2.876340000000001,649.6970000000002,47,-8.9,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4n[nH]c(N)nc4=O)c(=O)oc3c2C)OC1(C)C,4.623763075848519,1.2862399999999994,583.5540000000002,42,-8.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(O)C(N)CO)c(=O)oc3c2C)OC1(C)C,4.822837922363688,0.7817399999999995,576.5990000000003,41,-6.6,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(=O)NCC#N)c(=O)oc3c2C)OC1(C)C,4.56710822635019,1.6104199999999995,584.5820000000002,42,-6.9,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COCCCN)c(=O)oc3c2C)OC1(C)C,4.468944220406386,2.4241400000000004,560.6000000000004,40,-7.4,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cn4c(N)cc(=O)[nH]c4=O)c(=O)oc3c2C)OC1(C)C,4.646842562357085,1.03924,612.5920000000001,44,-6.0,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)c4ccccc4N)c(=O)oc3c2C)OC1(C)C,4.391302590506343,3.070940000000002,621.6430000000001,45,-8.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4ccccc4C)c(=O)oc3c2C)OC1(C)C,4.333983616731922,4.610760000000004,578.6180000000002,42,-7.0,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)COC4)c(=O)oc3c2C)OC1(C)C,4.638522548337093,1.74294,544.5570000000004,39,-7.6,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(O)CO)c(=O)oc3c2C)OC1(C)C,4.630799285024326,1.3238399999999997,562.5720000000002,40,-7.1,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)CCC4)c(=O)oc3c2C)OC1(C)C,4.556920371268879,2.8966400000000005,542.5850000000004,39,-6.4,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCN(C)C(=O)CN)c(=O)oc3c2C)OC1(C)C,4.548285494436795,1.5183399999999994,587.6260000000003,42,-7.7,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4nnnn4C)c(=O)oc3c2C)OC1(C)C,4.60651668325871,1.82584,570.5590000000002,41,-8.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCOCCN)c(=O)oc3c2C)OC1(C)C,4.457404634245777,1.912839999999999,576.5990000000004,41,-6.8,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CNC(=O)N4CC(N)C4)c(=O)oc3c2C)OC1(C)C,4.545782586893825,1.41124,600.6250000000002,43,-8.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Cc4cccc(N)c4)c(=O)oc3c2C)OC1(C)C,4.373662396572772,3.731740000000002,578.6180000000003,42,-7.7,3
CCCNC(=O)CNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.440641069159556,2.49684,587.6260000000002,42,-7.6,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(=O)N4CC(CN)C4)c(=O)oc3c2C)OC1(C)C,4.533001521805067,1.5183400000000002,599.6370000000003,43,-6.9,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4(N)CONC4=O)c(=O)oc3c2C)OC1(C)C,5.020647973371137,0.77414,573.5550000000003,41,-7.8,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(CO)(CO)CO)c(=O)oc3c2C)OC1(C)C,4.911225146714103,0.5218399999999999,606.6250000000002,43,-7.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN4CC(N)C(=O)N4)c(=O)oc3c2C)OC1(C)C,4.9639888814127895,0.7328400000000013,586.5980000000002,42,-8.4,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4ccccc4N)c(=O)oc3c2C)OC1(C)C,4.357556710488119,3.807940000000002,564.5910000000002,41,-8.5,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCOCCO)c(=O)oc3c2C)OC1(C)C,4.497304838466335,1.9795399999999992,576.5990000000003,41,-6.9,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCOCCN)c(=O)oc3c2C)OC1(C)C,4.490052052574217,2.07654,560.6000000000004,40,-7.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(C#N)CN)c(=O)oc3c2C)OC1(C)C,4.750054781616387,2.12462,541.5570000000004,39,-7.0,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)[C@@H](O)CO)c(=O)oc3c2C)OC1(C)C,4.8144762325109856,0.91174,562.5720000000002,40,-7.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(C)CO)c(=O)oc3c2C)OC1(C)C,4.5985478149981,2.35144,546.5730000000002,39,-7.2,3
C=C(CN)Cc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.627527918438689,2.616140000000001,542.5850000000003,39,-7.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(Nc4ccccc4F)c(=O)oc3c2C)OC1(C)C,4.352714120710703,4.441440000000003,582.5810000000001,42,-7.5,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC4CC4)c(=O)oc3c2C)OC1(C)C,4.434530503791972,3.3806400000000014,542.5850000000003,39,-7.8,3
CNS(=O)(=O)NCCNc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.641573119438204,1.0244400000000016,624.6690000000003,43,-7.9,3
C=CC(N)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.685951663833256,2.7445400000000006,528.5580000000002,38,-6.9,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(N)C(O)CO)c(=O)oc3c2C)OC1(C)C,4.8144762325109856,0.91174,562.5720000000002,40,-7.4,3
CNC(=O)C(N)(CO)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.9135390480449255,0.451040000000002,589.5980000000002,42,-7.0,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C4OCC4N)c(=O)oc3c2C)OC1(C)C,4.850742003947461,1.95734,544.5570000000002,39,-7.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CN4CCN(CCN)CC4=O)c(=O)oc3c2C)OC1(C)C,4.614103955270611,1.161640000000001,628.6790000000003,45,-6.9,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(N)C(O)CO)c(=O)oc3c2C)OC1(C)C,4.818423369349135,0.7817399999999997,576.5990000000003,41,-7.6,3
CCC(N)Cc1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.575785260571395,2.838540000000001,544.6010000000002,39,-7.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CC(O)C(O)CN)c(=O)oc3c2C)OC1(C)C,4.835580126105892,0.7817399999999994,576.5990000000003,41,-6.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(N[C@@H](C)CO)c(=O)oc3c2C)OC1(C)C,4.5985478149981,2.35144,546.5730000000002,39,-6.6,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4cccc(N)c4)c(=O)oc3c2C)OC1(C)C,4.368359895478509,3.3932400000000014,607.6160000000001,44,-8.0,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(O)CCN)c(=O)oc3c2C)OC1(C)C,4.613773359265153,1.94094,546.5730000000003,39,-7.4,3
CCC(N)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.573036951361264,2.968540000000001,530.5740000000003,38,-6.8,3
COCC(N)c1c(O)c2ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(=O)c4ccc(C)[nH]4)[C@H]3O)c(C)c2oc1=O,4.616050137204196,2.204940000000001,546.5730000000002,39,-7.1,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(COc4ccc(N)cc4)c(=O)oc3c2C)OC1(C)C,4.360077947641676,3.719940000000002,594.6170000000002,43,-8.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCOc4ccccc4)c(=O)oc3c2C)OC1(C)C,4.349660507948079,4.049640000000003,608.6440000000001,44,-8.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(CCCNC(=O)CN)c(=O)oc3c2C)OC1(C)C,4.461934045748184,1.56624,587.6260000000003,42,-8.0,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCC(CO)CO)c(=O)oc3c2C)OC1(C)C,4.616488638184316,1.5714399999999993,576.5990000000003,41,-7.3,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCc4ccc(C)cc4)c(=O)oc3c2C)OC1(C)C,4.334397404655249,4.479260000000004,592.6450000000002,43,-8.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(OCCCCCCN)c(=O)oc3c2C)OC1(C)C,4.394510407182851,3.456640000000002,588.6540000000003,42,-7.2,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(-c4c(N)n(C)c(=O)[nH]c4=O)c(=O)oc3c2C)OC1(C)C,4.628267665783072,1.1949399999999992,612.5920000000001,44,-6.9,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NCCN4CCC4)c(=O)oc3c2C)OC1(C)C,4.430029685300917,2.6763400000000006,571.6270000000003,41,-7.5,3
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(C)NC(=O)CN)c(=O)oc3c2C)OC1(C)C,4.594117003665167,1.694639999999999,573.5990000000003,41,-7.2,3
